cod_unico,direccion,institucion,establecimiento,files,clasificacion,correo,longitud,latitud,pagina
00005744,JIRÓN JR JOSE MARIA CORDOVA 3397 - URB CONDEVILLA DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD CONDEVILLA,"""http://maps.google.es/?q=-12.021281%20-77.0814067,INSASU20190725102702.jpg,INSASU20190725102706.jpg,INSASU20190725102710.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cscondevilla@gmail.com,-77.0814067,-12.021281,HTTP://WWW.DIRISLIMANORTE.GOB.PE
00005746,AVENIDA AV LIBERTADOR DON JOSE DE SAN MARTIN Nº 1055 - ASOC. DE VIVIENDA LOS LIBERTADORES DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,LOS LIBERTADORES,"""http://maps.google.es/?q=-12.006979%20-77.0890663,INSASU20180729074106.jpg,INSASU20180729074252.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,CSLIBERTADORES@YAHOO.ES,-77.0890663,-12.006979,http://www.dirislimanorte.gob.pe/
00005747,CALLE CALLE LAS DALIAS Nº 171 - URB. VALDIVIEZO CALLE LAS DALIAS Nº 171 - URB. VALDIVIEZO SAN MARTIN DE PORRES LIMA LIMA,PUBLICO,CENTRO DE SALUD VALDIVIEZO,"""http://maps.google.es/?q=-12.0233352%20-77.0660911,INSASU20180730112518.jpg,INSASU20180730112524.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,CSVALDIVIEZO@YAHOO.ES,-77.0660911,-12.0233352,http://www.dirislimanorte.gob.pe
00005748,PASAJE PASAJE LEONES Nº 115 - ASOC. PEDREGAL PASAJE LEONES Nº 115 - ASOC. PEDREGAL SAN MARTIN DE PORRES LIMA LIMA,PUBLICO,SAN MARTIN DE PORRES,"""http://maps.google.es/?q=-12.0345295%20-77.0549341,INSASU20180716112940.jpg,INSASU20180716112946.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cs.sanmartindeporres@dirislimanorte.gob.pe,-77.0549341,-12.0345295,http://www.dirislimanorte.gob.pe
00005749,AVENIDA AV UNIVERSITARIA 181 URB CONDEVILLA DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD PERU III ZONA,"""http://maps.google.es/?q=-12.028589%20-77.0764106,INSASU20230814155626.jpg,INSASU20230814154442.jpg,INSASU20230814154414.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cs.peru3@dirislimanorte.gob.pe,-77.0764106,-12.028589,http://www.dirislimanorte.gob.pe
00005752,AVENIDA AV. LOS PROCERES 1051 DISTRITO RIMAC PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CAQUETA,"""http://maps.google.es/?q=-12.031063%20-77.0433946,INSASU20240613164839.jpeg,INSASU20240613164844.jpeg,INSASU20240613164851.jpeg,""",CENTROS DE SALUD O CENTROS MEDICOS,CS_CAQUETA@HOTMAIL.COM,-77.0433946,-12.031063,http://www.dirislimanorte.gob.pe
00005753,AVENIDA AV FRANCISCO BOLOGNESI CUADRA 6 S/N - PPJJ AÑO NUEVO NÚMERO S/N DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD AÑO NUEVO,"""http://maps.google.es/?q=-11.9231023%20-77.0401525,INSASU20231013151034.jpg,INSASU20231013151041.jpg,INSASU20231013160816.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cs.anonuevo@dirislimanorte.gob.pe,-77.0401525,-11.9231023,http://www.dirislimanorte.gob.pe
00005754,AVENIDA AV SANTA ROSA CUADRA 9 S/N - COLLIQUE 3ERA ZONA S/N AV SANTA ROSA CUADRA 9 S/N - COLLIQUE 3ERA ZONA COMAS LIMA LIMA,PUBLICO,COLLIQUE III ZONA,"""http://maps.google.es/?q=-11.9147365%20-77.026223,INSASU20190624084355.jpg,INSASU20190624084422.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cs.colliqueiii@dirislimanorte.gob.pe,-77.026223,-11.9147365,http://www.dirislimanorte.gob.pe/
00005755,CALLE CALLE 30 N° 150 (ANTES MZ R1 LOTE 2- PARCELA A) URB. EL PINAR CALLE 30 N° 150 (ANTES MZ R1 LOTE 2- PARCELA A) URB. EL PINAR COMAS LIMA LIMA,PUBLICO,CENTRO MATERNO INFANTIL LAURA RODRIGUEZ DULANTO DUKSIL,"""http://maps.google.es/?q=-11.9160503%20-77.0553621,INSASU20190808180133.jpg,INSASU20190808180145.jpg,INSASU20190808180148.jpg,""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,cmilaurarodriguez1@gmail.com,-77.0553621,-11.9160503,http://www.dirislimanorte.gob.pe/
00005756,CALLE CALLE AREQUIPA S/N CUADRA 2 - COLLIQUE 5TA ZONA S/N CALLE AREQUIPA S/N CUADRA 2 - COLLIQUE 5TA ZONA COMAS LIMA LIMA,PUBLICO,GUSTAVO LANATTA,"""http://maps.google.es/?q=-11.9146878%20-77.0113278,INSASU20190102150419.jpg,INSASU20190102150425.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cs_gustavolantta@hotmail.com,-77.0113278,-11.9146878,http://www.dirislimanorte.gob.pe
00005763,AVENIDA AV BELAUNDE ESTE - 2DA CUADRA S/N NÚMERO S/N DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD CARLOS A. PROTZEL,"""http://maps.google.es/?q=-11.9402602%20-77.0471573,INSASU20190211102554.jpg,INSASU20190211102614.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cs.carlosprotzel@dirislimanorte.gob.pe,-77.0471573,-11.9402602,http://www.dirislimanorte.gob.pe/
00005764,AVENIDA AV 3 DE OCTUBRE 1990 AAHH CARMEN ALTO NUMERO SN DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CARMEN ALTO,"""http://maps.google.es/?q=-11.945087%20-77.0308479,INSASU20180818105156.jpg,INSASU20180818105749.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cs.carmenalto@dirislimanorte.gob.pe,-77.0308479,-11.945087,http://www.dirislimanorte.gob.pe/
00005765,JIRÓN JR. CAHUIDE S/N CDRA 8 CARMEN MEDIO S/N JR. CAHUIDE S/N CDRA 8 CARMEN MEDIO COMAS LIMA LIMA,PUBLICO,CARMEN MEDIO,"""http://maps.google.es/?q=-11.9412286%20-77.0401638,INSASU20180913200023.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,CSCARMENMEDIORSTA@GMAIL.COM,-77.0401638,-11.9412286,http://www.dirislimanorte.gob.pe
00005767,"JIRÓN JR PUNO 3ERA CUADRA, S/N S/N JR PUNO 3ERA CUADRA, S/N COMAS LIMA LIMA",PUBLICO,COMAS,"""""",CENTROS DE SALUD O CENTROS MEDICOS,c.s.comasrsta@gmail.com,,,HTTP://WWW.MINSARSTA.GOB.PE
00005768,CALLE CALLE BRASILIA CUADRA 1 S/N - URB EL PARRAL NUMERO S/N DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CARLOS PHILLIPS,"""http://maps.google.es/?q=-11.959672%20-77.057458,INSASU20180808121401.jpg,INSASU20180808121412.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,CS.CARLOSPHILLIPS@DIRISLIMANORTE.GOB.PE,-77.057458,-11.959672,HTTP://WWW.DIRISLIMANORTE
00005769,JIRÓN JR HUSARES DE JUNIN S/N - URB HUAQUILLAY 2DA ETAPA S/N JR HUSARES DE JUNIN S/N - URB HUAQUILLAY 2DA ETAPA COMAS LIMA LIMA,PUBLICO,HUSARES DE JUNIN,"""http://maps.google.es/?q=-11.9361947%20-77.0518657,INSASU20180809163137.jpg,INSASU20180809163144.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,husaresdejunin@gmail.com,-77.0518657,-11.9361947,http://www.dirislimanorte.gob.pe
00005773,PASAJE PSJE. ATAHUALPA S/N - VILLA CLORINDA NÚMERO S/N DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CLORINDA MALAGA,"""http://maps.google.es/?q=-11.9661638%20-77.0541862,INSASU20240626175657.jpg,INSASU20240626175702.jpeg,INSASU20240626175706.jpeg,""",CENTROS DE SALUD O CENTROS MEDICOS,csclorindamalaga.rsta@gmail.com,-77.0541862,-11.9661638,http://www.dirislimanorte.gob.pe
00005774,OTROS CENTRO POBLADO 9 DE OCTUBRE S/N NUMERO S/N DISTRITO SAYAN PROVINCIA HUAURA DEPARTAMENTO LIMA,PUBLICO,9 DE OCTUBRE,"""http://maps.google.es/?q=-11.21656333%20-77.41283167,Fotografia_5774_40714050_1461703956010.png,Fotografia_5774_40714050_1461703991519.png,Fotografia_5774_40714050_1461704054565.png,""",CENTROS DE SALUD O CENTROS MEDICOS,CENTRODESALUD9DEOCTUBRE@HOTMAIL.COM,-77.41283167,-11.21656333,HTTP://WWW.HDHUACHO.GOB.PE
00005786,"AVENIDA AV LOS JAZMINES S/N, PARADERO 8 - ERMITAÑO ALTO S/N AV LOS JAZMINES S/N, PARADERO 8 - ERMITAÑO ALTO INDEPENDENCIA LIMA LIMA",PUBLICO,ERMITAÑO ALTO,"""http://maps.google.es/?q=-11.9992218%20-77.0449556,INSASU20181029124221.jpg,INSASU20181029125230.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,csermitanoaltorsta@gmail.com,-77.0449556,-11.9992218,http://www.dirislimanorte.gob.pe
00005787,JIRÓN JR. LOS PINOS S/N S/N JR. LOS PINOS S/N INDEPENDENCIA LIMA LIMA,PUBLICO,ERMITAÑO BAJO,"""http://maps.google.es/?q=-11.9977277%20-77.0546443,INSASU20190725111747.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,csermitanobajo@gmail.com,-77.0546443,-11.9977277,HTTP://WWW.MINSARSTA.GOB.PE
00005790,AVENIDA ESQUINA DE AV. LOS HEROES CON AV. ALVINO HERRERA ESQUINA DE AV. LOS HEROES CON AV. ALVINO HERRERA INDEPENDENCIA LIMA LIMA,PUBLICO,MILAGRO DE LA FRATERNIDAD,"""""",CENTROS DE SALUD O CENTROS MEDICOS,csmilagrodelafraternidad@hotmail.com,,,HTTP://WWW.MINSARSTA.GOB.PE
00005792,AVENIDA AV HERMANOS AYAR 2DA CUADRA S/N - TAHUANTINSUYO ALTO 3ERA ZONA S/N AV HERMANOS AYAR 2DA CUADRA S/N - TAHUANTINSUYO ALTO 3ERA ZONA INDEPENDENCIA LIMA LIMA,PUBLICO,TAHUANTINSUYO ALTO,"""http://maps.google.es/?q=-11.979306%20-77.0396598,INSASU20190429133034.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,gela79evaristo@hotmail.com,-77.0396598,-11.979306,http://www.dirislimanorte.gob.pe
00005797,"AVENIDA MZ 143-A S/N, AV BETANCOURT - AAHH SAN MARTIN DE PORRES S/N MZ 143-A S/N, AV BETANCOURT - AAHH SAN MARTIN DE PORRES LOS OLIVOS LIMA LIMA",PUBLICO,CENTRO DE SALUD SAN MARTIN DE PORRES CONFRATERNIDAD,"""http://maps.google.es/?q=-11.9597024%20-77.0802984,INSASU20190808120451.jpg,INSASU20181109160031.jpg,""",PUESTOS DE SALUD O POSTAS DE SALUD,CLASSANMARTIN@HOTMAIL.COM,-77.0802984,-11.9597024,http://www.dirislimanorte.gob.pe
00005798,CALLE MZ 10-A LOTE S/N - ZONA 5 AAHH LAURA CALLER NÚMERO S/N DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD LAURA CALLER,"""http://maps.google.es/?q=-11.970078%20-77.0776032,INSASU20240625143416.jpg,INSASU20240625143421.jpg,INSASU20240625143427.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cslauracaller2@gmail.com,-77.0776032,-11.970078,http://www.dirislimanorte.gob.pe
00005800,"OTROS MZ 124, LT S/N - COMITÉ 8, AAHH ENRIQUE MILLA OCHOA NÚMERO S/N DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA",PUBLICO,CENTRO DE SALUD ENRIQUE MILLA OCHOA,"""http://maps.google.es/?q=-11.9565532%20-77.0822282,INSASU20231006105639.jpeg,""",CENTROS DE SALUD O CENTROS MEDICOS,cs.enriquemillaochoa@dirislimanorte.gob.pe,-77.0822282,-11.9565532,
00005802,"JIRÓN JR SANTA CRUZ DE PACHACUTEC, 2DA CUADRA S/N - URB PANAMERICANA NORTE S/N JR SANTA CRUZ DE PACHACUTEC, 2DA CUADRA S/N - URB PANAMERICANA NORTE LOS OLIVOS LIMA LIMA",PUBLICO,CENTRO DE SALUD LOS OLIVOS,"""http://maps.google.es/?q=-11.99289373%20-77.06562916,INSASU20191212163634.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,CS_LOSOLIVOS@YAHOO.ES,-77.06562916,-11.99289373,HTTP://WWW.DIRISLIMANORTE.GOB.PE
00005803,OTROS MZ F LOTE 11 URB PRIMAVERA MZ F LOTE 11 URB PRIMAVERA LOS OLIVOS LIMA LIMA,PUBLICO,CENTRO DE SALUD PRIMAVERA,"""http://maps.google.es/?q=-12.0092839%20-77.07378,INSASU20181113152907.jpg,INSASU20181113152924.jpg,INSASU20181113152931.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,alozanosuing@gmail.com,-77.07378,-12.0092839,http://www.dirislimanorte.gob.pe
00005804,AVENIDA AV. LOS ALISOS Nº 397 - URB. NARANJAL AV. LOS ALISOS Nº 397 - URB. NARANJAL SAN MARTIN DE PORRES LIMA LIMA,PUBLICO,VIRGEN DEL PILAR DE NARANJAL,"""http://maps.google.es/?q=-11.9838236%20-77.062838,INSASU20190917150809.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cs.virgendelpilar@dirislimanorte.gob.pe,-77.062838,-11.9838236,http://www.dirislimanorte.gob.pe
00005806,OTROS MZ V LOTE 05 - URB.VILLA DEL NORTE DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD VILLA DEL NORTE,"""http://maps.google.es/?q=-11.9710213%20-77.0694925,INSASU20240805125355.jpeg,INSASU20240805125402.jpeg,INSASU20240805125407.jpeg,""",CENTROS DE SALUD O CENTROS MEDICOS,VILLANORTE1986@HOTMAIL.COM,-77.0694925,-11.9710213,HTTP://WWW.DIRISLIMANORTE.GOB.PE/
00005807,"AVENIDA AV. LAS PALMERAS, CUADRA 45 S/N NÚMERO S/N DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA",PUBLICO,CENTRO DE SALUD CARLOS CUETO FERNANDINI,"""http://maps.google.es/?q=-11.9816226%20-77.0716913,INSASU20231009172151.jpg,INSASU20231009172201.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,C.SCARLOSCF_LO@HOTMAIL.COM,-77.0716913,-11.9816226,http://www.dirislimanorte.gob.pe
00005809,JIRÓN JR JIRCAN 604 MZ I LT 24 COOP DE VIV EX HACIENDA NARANJAL JR JIRCAN 604 MZ I LT 24 COOP DE VIV EX HACIENDA NARANJAL SAN MARTIN DE PORRES LIMA LIMA,PUBLICO,EX FUNDO NARANJAL,"""http://maps.google.es/?q=-11.9669636%20-77.0873748,INSASU20181214100332.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,PS.EXFUNDO@YAHOO.ES,-77.0873748,-11.9669636,http://www.dirislimanorte.gob.pe
00005810,"PLAZA PLAZA CIVICA S/N - PROYECTO INTEGRAL CUETO FERNANDINI, 3ERA ETAPA NÚMERO S/N DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA",PUBLICO,CENTRO DE SALUD SAGRADO CORAZÓN DE JESÚS,"""http://maps.google.es/?q=-11.9821913%20-77.0762076,INSASU20180710101959.jpg,INSASU20180710102006.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cs.sagradocorazondejesus@dirislimanorte.gob.pe,-77.0762076,-11.9821913,http://www.dirislimanorte.gob.pe
00005811,CALLE CALLE SANTA MARINA 107 - URB JOSE DE SAN MARTIN CALLE SANTA MARINA 107 - URB JOSE DE SAN MARTIN SAN MARTIN DE PORRES LIMA LIMA,PUBLICO,INFANTAS,"""http://maps.google.es/?q=-11.947907%20-77.068188,INSASU20190424154335.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,CSINFANTAS@YAHOO.ES,-77.068188,-11.947907,http://www.dirislimanorte.gob.pe
00005818,AVENIDA AV. SAN JUAN S/N - AA.HH. JERUSALEN NÚMERO S/N DISTRITO PUENTE PIEDRA PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,JERUSALEN,"""http://maps.google.es/?q=-11.8279251%20-77.1174256,INSASU20210413111840.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,CS.JERUSALEN@DIRISLIMANORTE.GOB.PE,-77.1174256,-11.8279251,HTTP://WWW.DIRISLIMANORTE.GOB.PE
00005819,"AVENIDA AV VÍA DE INTEGRACION S/N - MZ C1 LT 3A, 1ERA. EXPLANADA AAHH LADERAS DE CHILLON S/N AV VÍA DE INTEGRACION S/N - MZ C1 LT 3A, 1ERA. EXPLANADA AAHH LADERAS DE CHILLON PUENTE PIEDRA LIMA LIMA",PUBLICO,CENTRO DE SALUD LADERAS DE CHILLON,"""http://maps.google.es/?q=-11.92118965%20-77.08441957,INSASU20200121120506.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,MARIO.EC28@GMAIL.COM,-77.08441957,-11.92118965,HTTP://WWW.DIRISLIMANORTE.GOB.PE
00005820,JIRÓN JR. JACARANDÁ S/N - AA.HH. LA ENSENADA NÚMERO S/N DISTRITO PUENTE PIEDRA PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,LA ENSENADA,"""http://maps.google.es/?q=-11.9316287%20-77.095554,INSASU20190129133407.jpg,INSASU20190129133516.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,CSLAENSENADA.DIRISLN2023@GMAIL.COM,-77.095554,-11.9316287,http://www.dirislimanorte.gob.pe/
00005823,OTROS PROYECTO INTEGRAL MUNICIPAL PANAMERICANA NORTE SECTOR I - AA.HH. VILLA ESTELA MZ. B-5 LT. 13 PROYECTO INTEGRAL MUNICIPAL PANAMERICANA NORTE SECTOR I - AA.HH. VILLA ESTELA MZ. B-5 LT. 13 ANCON LIMA LIMA,PUBLICO,CENTRO DE SALUD VILLA ESTELA,"""http://maps.google.es/?q=-11.81520897%20-77.13210448,INSASU20191219120638.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,GERALDITO22@HOTMAIL.COM,-77.13210448,-11.81520897,HTTP://WWW.RSLNIV.GOB.PE
00005824,CALLE ESQ. CALLE Nº 17 Y CALLE Nº 9 URB. DE INTERES SOCIAL SAN JOSE DE ANCON LOTE PMED ESQ. CALLE Nº 17 Y CALLE Nº 9 URB. DE INTERES SOCIAL SAN JOSE DE ANCON LOTE PMED ANCON LIMA LIMA,PUBLICO,CENTRO DE SALUD SAN JOSE,"""http://maps.google.es/?q=-11.7782373%20-77.162575,INSASU20181126121544.jpg,INSASU20181126121605.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,ps.sanjose@dirislimanorte.gob.pe,-77.162575,-11.7782373,http://www.dirislimanorte.gob.pe/
00005826,AVENIDA AV. VICTORIA NRO. A INT. 4 A.H. ESPERANZA BAJA AV. VICTORIA NRO. A INT. 4 A.H. ESPERANZA BAJA HUARAL HUARAL LIMA,PUBLICO,CLAS AGREGADO LA QUERENCIA,"""http://maps.google.es/?q=-11.45067047%20-77.25273371,Fotografia_5826_40805284_1460136005693.png,Fotografia_5826_40805284_1460136053939.png,Fotografia_5826_40805284_1460136098320.png,""",CENTROS DE SALUD O CENTROS MEDICOS,CLASLAQUERENCIA@HOTMAIL.COM,-77.25273371,-11.45067047,
00005831,AVENIDA AV. CHANCAY Nº 281 AV. CHANCAY Nº 281 HUARAL HUARAL LIMA,PUBLICO,BASE HUARAL,"""http://maps.google.es/?q=-11.49673016%20-77.21052761,Fotografia_5831_40805284_1460055711289.png,Fotografia_5831_40805284_1460055774092.png,Fotografia_5831_40805284_1460055801975.png,""",CENTROS DE SALUD O CENTROS MEDICOS,MICROREDHUARAL@HOTMAIL.COM,-77.21052761,-11.49673016,HTTP://WWW.HOSPITALHUARAL.GOB.PE
00005833,AVENIDA AV. LOS GERANIOS ESQUINA CON LA FLORES-ASOC. VIVIENDA EL TREBOL AV. LOS GERANIOS ESQUINA CON LA FLORES-ASOC. VIVIENDA EL TREBOL HUARAL HUARAL LIMA,PUBLICO,EL TREBOL,"""http://maps.google.es/?q=-11.49796359%20-77.23431803,Fotografia_5833_40805284_1460140386190.png,Fotografia_5833_40805284_1460140403431.png,Fotografia_5833_40805284_1460140416006.png,""",CENTROS DE SALUD O CENTROS MEDICOS,CENTROTREBOL@HOTMAIL.COM,-77.23431803,-11.49796359,HTTP://WWW.HOSPITALHUARAL.GOB.PE
00005836,JIRÓN JR. CANTUTA S/N  AAHH. SANTA FE DE TOTORITA NÚMERO S/N DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD SANTA FE DE TOTORITA,"""http://maps.google.es/?q=-11.9840322%20-77.093019,INSASU20221114082044.jpeg,INSASU20221114082053.jpeg,INSASU20221114082059.jpeg,""",CENTROS DE SALUD O CENTROS MEDICOS,edvarla@yahoo.com,-77.093019,-11.9840322,https://dirislimacentro.gob.pe
00005837,JIRÓN JR. LOS SILICIOS S/N URB. SAN HILARION S/N JR. LOS SILICIOS S/N URB. SAN HILARION SAN JUAN DE LURIGANCHO LIMA LIMA,PUBLICO,SAN HILARION,"""http://maps.google.es/?q=-11.9957864%20-77.0158637,INSASU20181010120134.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cssanhilarion@dirislimacentro.gob.pe,-77.0158637,-11.9957864,http://dirislimacentro.gob.pe
00005838,JIRÓN JR.LAS ORTIGAS 1893 URB.SAN HILARION-ALTURA PDO.13 AV. LAS FLORES JR.LAS ORTIGAS 1893 URB.SAN HILARION-ALTURA PDO.13 AV. LAS FLORES SAN JUAN DE LURIGANCHO LIMA LIMA,PUBLICO,SAN FERNANDO,"""http://maps.google.es/?q=-12.0024575%20-77.0105584,INSASU20180730074507.jpg,INSASU20180730074512.jpg,INSASU20180730074517.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cssanfernando@dirislimacentro.gob.pe,-77.0105584,-12.0024575,http://dirislimacentro.gob.pe
00005840,AVENIDA LIMA MZ. C LTE. 21-22 - CANTO CHICO NÚMERO S/N DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,SANTA ROSA DE LIMA,"""http://maps.google.es/?q=-12.0053943%20-77.016424,INSASU20210812102419.jpg,INSASU20210812102427.jpg,INSASU20210812102426.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cssantarosa@dirislimacentro.gob.pe,-77.016424,-12.0053943,https://dirislimacentro.gob.pe
00005847,AVENIDA AV. EL SANTUARIO S/N(CDRA. 24 S/N) URB. MANGOMARCA NÚMERO S/N DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD MANGOMARCA,"""http://maps.google.es/?q=-12.0105371%20-76.9792263,INSASU20181107113316.jpg,INSASU20181107113319.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,CSMANGOMARCA@DIRISLIMACENTRO.GOB.PE,-76.9792263,-12.0105371,HTTP://WWW.DIRISLIMACENTRO.GOB.PE
00005848,AVENIDA AV. PRINCIPAL MZ. G LTE. 2-COOP.EL VALLE AV. PRINCIPAL MZ. G LTE. 2-COOP.EL VALLE SAN JUAN DE LURIGANCHO LIMA LIMA,PUBLICO,CAMPOY,"""http://maps.google.es/?q=-12.0212961%20-76.9601533,INSASU20181023105336.jpg,INSASU20181023105342.jpg,INSASU20181023105348.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,CSCAMPOY@DIRISLIMACENTRO.GOB.PE,-76.9601533,-12.0212961,https://dirislimacentro.gob.pe/
00005851,OTROS CL LOS VIRREYES S/N URB. FORTALEZA DE VITARTE - ATE-VITARTE S/N CL LOS VIRREYES S/N URB. FORTALEZA DE VITARTE - ATE-VITARTE ATE LIMA LIMA,PUBLICO,FORTALEZA,"""""",CENTROS DE SALUD O CENTROS MEDICOS,CSFORTALEZA@LIMAESTE.GOB.PE,,,http://www.dirislimaeste.gob.pe
00005852,AVENIDA AV. J.C. MARIATEGUI CDRA. 5 - 2DA ETAPA - ESPALDA DE DELEGACIÓN POLICIAL AV. J.C. MARIATEGUI CDRA. 5 - 2DA ETAPA - ESPALDA DE DELEGACIÓN POLICIAL SANTA ANITA LIMA LIMA,PUBLICO,COOPERATIVA UNIVERSAL,"""http://maps.google.es/?q=-12.0437743%20-76.9757381,INSASU20180720103929.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,vannessa_dra@hotmail.com,-76.9757381,-12.0437743,http://www.dirislimaeste.gob.pe/
00005854,AVENIDA AV. MARÍA PARADO DE BELLIDO S/N ( ALT. CDRA. 20 DE CÉSAR VALLEJO) S/N AV. MARÍA PARADO DE BELLIDO S/N ( ALT. CDRA. 20 DE CÉSAR VALLEJO) SANTA ANITA LIMA LIMA,PUBLICO,HUASCAR,"""http://maps.google.es/?q=-12.0404476%20-76.9841798,INSASU20180730104507.JPG,INSASU20180730104510.JPG,INSASU20180730104512.JPG,""",CENTROS DE SALUD O CENTROS MEDICOS,jefehuascar@hotmail.com,-76.9841798,-12.0404476,http://www.rslem.gob.pe
00005856,AVENIDA AV.METROPOLITANA MZ B LT.7B ASOC. PRO-VIV SAN CARLOS-SANTA ANITA AV.METROPOLITANA MZ B LT.7B ASOC. PRO-VIV SAN CARLOS-SANTA ANITA SANTA ANITA LIMA LIMA,PUBLICO,SAN CARLOS,"""http://maps.google.es/?q=-12.0395799%20-76.9582773,INSASU20190218124348.jpg,INSASU20230829150704.jpg,INSASU20230829150710.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,cssancarlos@gmail.com,-76.9582773,-12.0395799,http://www.dirislimaeste.gob.pe
00005862,AVENIDA AV.LIMA NORTE 422 - CHOSICA AV.LIMA NORTE 422 - CHOSICA LURIGANCHO LIMA LIMA,PUBLICO,CHOSICA,"""http://maps.google.es/?q=-11.9358106%20-76.69714449,INSASU20190110100552.jpg,INSASU20190110100535.jpg,INSASU20190110100540.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,fiomel15@hotmail.com,-76.69714449,-11.9358106,http://www.dirislimaeste.gob.pe
00005863,OTROS SIMON BOLIVAR Nº 194 AH NICOLAS DE PIEROLA I ZONA SIMON BOLIVAR Nº 194 AH NICOLAS DE PIEROLA I ZONA LURIGANCHO LIMA LIMA,PUBLICO,NICOLAS DE PIEROLA,"""http://maps.google.es/?q=-11.941713%20-76.709975,INSASU20181015094213.jpg,INSASU20181015094234.jpg,INSASU20181015094243.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,CSNICOLASDEPIEROLA@HOTMAIL.COM,-76.709975,-11.941713,http://www.dirislimaeste.gob.pe/
